Source,Study,ControlSite,ControlID,Group,SpeciesCode,SpeciesName,Continent,Country,Longitude,Latitude,LocationUncertainty,StudyYear,YearsInStudy,InfraN,ControlN,InfraD,ControlD,InfraAbundance_original,ControlAbundance_original,AbundanceUnit,InfraSD_original,ControlSD_original,SDEstimate,InfraA,ControlA,InfraSD,ControlSD,MaxDist,Dist,MinDist,MaxCDist,CDist,MinCDist,Habitat,InfraType,StudyQualityA,StudyQualityB,Note
Niemi & Hanowski 1984,99a,99a,99ab364,Birds,b364,Dolichonys oryzivorus,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.5,1.5,5.3,5.3,pairs/10ha,0.66,0.66,From min and max,5.3,5.3,0.66,0.66,NA,175,175,NA,175,175,Grassland,Powerline,0,1,NA
Niemi & Hanowski 1984,99a,99a,99ab366,Birds,b366,Passerculus sandwichensis,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.5,1.5,4.4,0.5,pairs/10ha,1.57,0.44,From min and max,4.4,0.5,1.57,0.44,NA,50,0,NA,175,175,Grassland,Powerline,0,1,NA
Niemi & Hanowski 1984,99a,99a,99ab366,Birds,b366,Passerculus sandwichensis,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.5,1.5,0.5,0.5,pairs/10ha,0.44,0.44,From min and max,0.5,0.5,0.44,0.44,NA,175,175,NA,175,175,Grassland,Powerline,0,1,NA
Niemi & Hanowski 1984,99a,99a,99ab268,Birds,b268,Ammodramus leconteii,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.5,1.5,13.4,20.2,pairs/10ha,1.66,5.99,From min and max,13.4,20.2,1.66,5.99,NA,50,0,NA,175,175,Grassland,Powerline,0,1,NA
Niemi & Hanowski 1984,99a,99a,99ab268,Birds,b268,Ammodramus leconteii,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.5,1.5,20.2,20.2,pairs/10ha,5.99,5.99,From min and max,20.2,20.2,5.99,5.99,NA,175,175,NA,175,175,Grassland,Powerline,0,1,NA
Niemi & Hanowski 1984,99a,99a,99ab281,Birds,b281,Melospiza georgiana,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.5,1.5,0.4,0,pairs/10ha,0.75,0,From min and max,0.4,0.0139,0.75,0.0241,NA,50,0,NA,175,175,Grassland,Powerline,0,1,NA
Niemi & Hanowski 1984,99a,99a,99ab281,Birds,b281,Melospiza georgiana,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.5,1.5,0,0,pairs/10ha,0,0,From min and max,0.0139,0.0139,0.0241,0.0241,NA,175,175,NA,175,175,Grassland,Powerline,0,1,NA
Niemi & Hanowski 1984,99b,99b,99bb210,Birds,b210,Anas plathyrhynchos,North-America,USA,-95,48,70000,1980-1982,3,3,3,1,1,0.3,0.3,pairs/10ha,0.58,0.58,From min and max,0.3,0.3,0.58,0.58,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,Low shrub
Niemi & Hanowski 1984,99b,99b,99bb210,Birds,b210,Anas plathyrhynchos,North-America,USA,-95,48,70000,1980-1982,3,3,3,1,1,0.3,0.3,pairs/10ha,0.58,0.58,From min and max,0.3,0.3,0.58,0.58,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,Low shrub
Niemi & Hanowski 1984,99b,99b,99bb361,Birds,b361,Cistothorus platensis,North-America,USA,-95,48,70000,1980-1982,3,3,3,1,1,2.6,19.6,pairs/10ha,2.35,4.37,From min and max,2.6,19.6,2.35,4.37,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,Low shrub
Niemi & Hanowski 1984,99b,99b,99bb361,Birds,b361,Cistothorus platensis,North-America,USA,-95,48,70000,1980-1982,3,3,3,1,1,19.6,19.6,pairs/10ha,4.37,4.37,From min and max,19.6,19.6,4.37,4.37,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,Low shrub
Niemi & Hanowski 1984,99b,99b,99bb277,Birds,b277,Geothlypis trichas,North-America,USA,-95,48,70000,1980-1982,3,3,3,1,1,9.3,7.7,pairs/10ha,5.57,4.71,From min and max,9.3,7.7,5.57,4.71,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,Low shrub
Niemi & Hanowski 1984,99b,99b,99bb277,Birds,b277,Geothlypis trichas,North-America,USA,-95,48,70000,1980-1982,3,3,3,1,1,7.7,7.7,pairs/10ha,4.71,4.71,From min and max,7.7,7.7,4.71,4.71,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,Low shrub
Niemi & Hanowski 1984,99b,99b,99bb364,Birds,b364,Dolichonys oryzivorus,North-America,USA,-95,48,70000,1980-1982,3,3,3,1,1,1.3,4.3,pairs/10ha,0.61,0.75,From min and max,1.3,4.3,0.61,0.75,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,Low shrub
Niemi & Hanowski 1984,99b,99b,99bb364,Birds,b364,Dolichonys oryzivorus,North-America,USA,-95,48,70000,1980-1982,3,3,3,1,1,4.3,4.3,pairs/10ha,0.75,0.75,From min and max,4.3,4.3,0.75,0.75,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,Low shrub
Niemi & Hanowski 1984,99b,99b,99bb366,Birds,b366,Passerculus sandwichensis,North-America,USA,-95,48,70000,1980-1982,3,3,3,1,1,0.3,0,pairs/10ha,0.58,0,From min and max,0.3,0.0208,0.58,0.0361,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,Low shrub
Niemi & Hanowski 1984,99b,99b,99bb366,Birds,b366,Passerculus sandwichensis,North-America,USA,-95,48,70000,1980-1982,3,3,3,1,1,0,0,pairs/10ha,0,0,From min and max,0.0208,0.0208,0.0361,0.0361,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,Low shrub
Niemi & Hanowski 1984,99b,99b,99bb268,Birds,b268,Ammodramus leconteii,North-America,USA,-95,48,70000,1980-1982,3,3,3,1,1,4.6,11.7,pairs/10ha,2.23,3.9,From min and max,4.6,11.7,2.23,3.9,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,Low shrub
Niemi & Hanowski 1984,99b,99b,99bb268,Birds,b268,Ammodramus leconteii,North-America,USA,-95,48,70000,1980-1982,3,3,3,1,1,11.7,11.7,pairs/10ha,3.9,3.9,From min and max,11.7,11.7,3.9,3.9,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,Low shrub
Niemi & Hanowski 1984,99b,99b,99bb294,Birds,b294,Spizella pallida,North-America,USA,-95,48,70000,1980-1982,3,3,3,1,1,7.2,4.7,pairs/10ha,0.69,3.9,From min and max,7.2,4.7,0.69,3.9,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,Low shrub
Niemi & Hanowski 1984,99b,99b,99bb294,Birds,b294,Spizella pallida,North-America,USA,-95,48,70000,1980-1982,3,3,3,1,1,4.7,4.7,pairs/10ha,3.9,3.9,From min and max,4.7,4.7,3.9,3.9,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,Low shrub
Niemi & Hanowski 1984,99b,99b,99bb228,Birds,b228,Melospiza lincolnii,North-America,USA,-95,48,70000,1980-1982,3,3,3,1,1,1.3,0,pairs/10ha,1.54,0,From min and max,1.3,0.0208,1.54,0.0361,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,Low shrub
Niemi & Hanowski 1984,99b,99b,99bb228,Birds,b228,Melospiza lincolnii,North-America,USA,-95,48,70000,1980-1982,3,3,3,1,1,0,0,pairs/10ha,0,0,From min and max,0.0208,0.0208,0.0361,0.0361,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,Low shrub
Niemi & Hanowski 1984,99b,99b,99bb281,Birds,b281,Melospiza georgiana,North-America,USA,-95,48,70000,1980-1982,3,3,3,1,1,5.5,6,pairs/10ha,4.27,3.8,From min and max,5.5,6,4.27,3.8,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,Low shrub
Niemi & Hanowski 1984,99b,99b,99bb281,Birds,b281,Melospiza georgiana,North-America,USA,-95,48,70000,1980-1982,3,3,3,1,1,6,6,pairs/10ha,3.8,3.8,From min and max,6,6,3.8,3.8,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,Low shrub
Niemi & Hanowski 1984,99c,99c,99cb355,Birds,b355,Botaurus lentiginosus,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,0.3,1,pairs/10ha,0.4359,0.5292,From min and max,0.3,1,0.4359,0.5292,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb355,Birds,b355,Botaurus lentiginosus,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,1,1,pairs/10ha,0.5292,0.5292,From min and max,1,1,0.5292,0.5292,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb356,Birds,b356,Coturnicops novaboracensis,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,0.3,0.8,pairs/10ha,0.4359,0.8,From min and max,0.3,0.8,0.4359,0.8,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb356,Birds,b356,Coturnicops novaboracensis,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,0.8,0.8,pairs/10ha,0.8,0.8,From min and max,0.8,0.8,0.8,0.8,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb357,Birds,b357,Gallinago gallinago,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,1.1,0.8,pairs/10ha,1.21,0,From min and max,1.1,0.8,1.21,0,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb357,Birds,b357,Gallinago gallinago,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,0.8,0.8,pairs/10ha,0,0,From min and max,0.8,0.8,0,0,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb275,Birds,b275,Empidonax alnorum,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,3,2.6,pairs/10ha,1.85,1.85,From min and max,3,2.6,1.85,1.85,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb275,Birds,b275,Empidonax alnorum,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,2.6,2.6,pairs/10ha,1.85,1.85,From min and max,2.6,2.6,1.85,1.85,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb358,Birds,b358,Tachycineta bicolor,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,0.3,0,pairs/10ha,0.44,0,From min and max,0.3,0.0167,0.44,0.0289,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb358,Birds,b358,Tachycineta bicolor,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,0,0,pairs/10ha,0,0,From min and max,0.0167,0.0167,0.0289,0.0289,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb237,Birds,b237,Parus atricapillus,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,0.3,0.3,pairs/10ha,0.44,0.44,From min and max,0.3,0.3,0.44,0.44,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb237,Birds,b237,Parus atricapillus,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,0.3,0.3,pairs/10ha,0.44,0.44,From min and max,0.3,0.3,0.44,0.44,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb361,Birds,b361,Cishothorus platensis,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,17.1,22.4,pairs/10ha,1.82,5.37,From min and max,17.1,22.4,1.82,5.37,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb361,Birds,b361,Cishothorus platensis,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,22.4,22.4,pairs/10ha,5.37,5.37,From min and max,22.4,22.4,5.37,5.37,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb362,Birds,b362,Catharus fuscescens,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,1.6,0,pairs/10ha,1.38,0,From min and max,1.6,0.0167,1.38,0.0289,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb362,Birds,b362,Catharus fuscescens,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,0,0,pairs/10ha,0,0,From min and max,0.0167,0.0167,0.0289,0.0289,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb282,Birds,b282,Mniotilta varia,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,0.8,0,pairs/10ha,1.38,0,From min and max,0.8,0.0167,1.38,0.0289,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb282,Birds,b282,Mniotilta varia,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,0,0,pairs/10ha,0,0,From min and max,0.0167,0.0167,0.0289,0.0289,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb363,Birds,b363,Vermivora ruficapilla,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,0.5,0.5,pairs/10ha,0.93,0.93,From min and max,0.5,0.5,0.93,0.93,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb363,Birds,b363,Vermivora ruficapilla,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,0.5,0.5,pairs/10ha,0.93,0.93,From min and max,0.5,0.5,0.93,0.93,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb290,Birds,b290,Dendroica petechia,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,6.3,2.3,pairs/10ha,2.69,0.7,From min and max,6.3,2.3,2.69,0.7,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb290,Birds,b290,Dendroica petechia,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,2.3,2.3,pairs/10ha,0.7,0.7,From min and max,2.3,2.3,0.7,0.7,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb277,Birds,b277,Geothlypis trichas,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,11.5,14.7,pairs/10ha,2.86,1.67,From min and max,11.5,14.7,2.86,1.67,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb277,Birds,b277,Geothlypis trichas,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,14.7,14.7,pairs/10ha,1.67,1.67,From min and max,14.7,14.7,1.67,1.67,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb364,Birds,b364,Dolichonys oryzivorus,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,0,3.7,pairs/10ha,0,0.44,From min and max,0.0167,3.7,0.0289,0.44,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb364,Birds,b364,Dolichonys oryzivorus,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,3.7,3.7,pairs/10ha,0.44,0.44,From min and max,3.7,3.7,0.44,0.44,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb283,Birds,b283,Molothrus ater,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,2.1,0.8,pairs/10ha,0.95,1.39,From min and max,2.1,0.8,0.95,1.39,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb283,Birds,b283,Molothrus ater,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,0.8,0.8,pairs/10ha,1.39,1.39,From min and max,0.8,0.8,1.39,1.39,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb285,Birds,b285,Pheuctivus ludovicianus,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,0.2,0,pairs/10ha,0.35,0,From min and max,0.2,0.0167,0.35,0.0289,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb285,Birds,b285,Pheuctivus ludovicianus,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,0,0,pairs/10ha,0,0,From min and max,0.0167,0.0167,0.0289,0.0289,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb268,Birds,b268,Ammodramus leconteii,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,7.5,9,pairs/10ha,1.3,2,From min and max,7.5,9,1.3,2,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb268,Birds,b268,Ammodramus leconteii,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,9,9,pairs/10ha,2,2,From min and max,9,9,2,2,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb294,Birds,b294,Spizella pallida,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,0.2,1.7,pairs/10ha,0.2,1.47,From min and max,0.2,1.7,0.2,1.47,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb294,Birds,b294,Spizella pallida,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,1.7,1.7,pairs/10ha,1.47,1.47,From min and max,1.7,1.7,1.47,1.47,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb281,Birds,b281,Melospiza georgiana,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,14.8,15,pairs/10ha,4.61,4,From min and max,14.8,15,4.61,4,NA,50,0,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99c,99c,99cb281,Birds,b281,Melospiza georgiana,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.25,1.25,15,15,pairs/10ha,4,4,From min and max,15,15,4,4,NA,175,175,NA,175,175,Shrubland,Powerline,0,1,High shrub
Niemi & Hanowski 1984,99d,99d,99db210,Birds,b210,Anas platyrhynchos,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,0,0.6,pairs/10ha,0,1.15,From min and max,0.0347,0.6,0.0601,1.15,NA,50,0,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db210,Birds,b210,Anas platyrhynchos,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,0.6,0.6,pairs/10ha,1.15,1.15,From min and max,0.6,0.6,1.15,1.15,NA,175,175,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db349,Birds,b349,Tyrannus tyrannus,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,0,1.3,pairs/10ha,0,1.13,From min and max,0.0347,1.3,0.0601,1.13,NA,50,0,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db349,Birds,b349,Tyrannus tyrannus,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,1.3,1.3,pairs/10ha,1.13,1.13,From min and max,1.3,1.3,1.13,1.13,NA,175,175,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db223,Birds,b223,Empidonax flaviventris,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,0,0.2,pairs/10ha,0,0.26,From min and max,0.0347,0.2,0.0601,0.26,NA,50,0,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db223,Birds,b223,Empidonax flaviventris,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,0.2,0.2,pairs/10ha,0.26,0.26,From min and max,0.2,0.2,0.26,0.26,NA,175,175,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db363,Birds,b363,Vermivora ruficapilla,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,0,1.5,pairs/10ha,0,1.31,From min and max,0.0347,1.5,0.0601,1.31,NA,50,0,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db363,Birds,b363,Vermivora ruficapilla,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,1.5,1.5,pairs/10ha,1.31,1.31,From min and max,1.5,1.5,1.31,1.31,NA,175,175,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db238,Birds,b238,Dendroica coronata,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,0.7,0.5,pairs/10ha,1.13,0.87,From min and max,0.7,0.5,1.13,0.87,NA,50,0,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db238,Birds,b238,Dendroica coronata,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,0.5,0.5,pairs/10ha,0.87,0.87,From min and max,0.5,0.5,0.87,0.87,NA,175,175,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db289,Birds,b289,Dendroica palmarum,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,0,1.4,pairs/10ha,0,0.95,From min and max,0.0347,1.4,0.0601,0.95,NA,50,0,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db289,Birds,b289,Dendroica palmarum,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,1.4,1.4,pairs/10ha,0.95,0.95,From min and max,1.4,1.4,0.95,0.95,NA,175,175,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db277,Birds,b277,Geothlypis trichas,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,0.4,0,pairs/10ha,0.75,0,From min and max,0.4,0.0347,0.75,0.0601,NA,50,0,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db277,Birds,b277,Geothlypis trichas,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,0,0,pairs/10ha,0,0,From min and max,0.0347,0.0347,0.0601,0.0601,NA,175,175,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db364,Birds,b364,Dolichonyx oryzivorus,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,1.7,0.5,pairs/10ha,1.75,0.92,From min and max,1.7,0.5,1.75,0.92,NA,50,0,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db364,Birds,b364,Dolichonyx oryzivorus,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,0.5,0.5,pairs/10ha,0.92,0.92,From min and max,0.5,0.5,0.92,0.92,NA,175,175,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db365,Birds,b365,Euphagus cyanocephalus,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,1.4,0,pairs/10ha,2.42,0,From min and max,1.4,0.0347,2.42,0.0601,NA,50,0,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db365,Birds,b365,Euphagus cyanocephalus,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,0,0,pairs/10ha,0,0,From min and max,0.0347,0.0347,0.0601,0.0601,NA,175,175,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db366,Birds,b366,Passerculus sandwichensis,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,10.6,11,pairs/10ha,3.15,3.1,From min and max,10.6,11,3.15,3.1,NA,50,0,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db366,Birds,b366,Passerculus sandwichensis,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,11,11,pairs/10ha,3.1,3.1,From min and max,11,11,3.1,3.1,NA,175,175,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db268,Birds,b268,Ammodramus leconteii,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,1.3,0.7,pairs/10ha,2.31,1.13,From min and max,1.3,0.7,2.31,1.13,NA,50,0,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db268,Birds,b268,Ammodramus leconteii,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,0.7,0.7,pairs/10ha,1.13,1.13,From min and max,0.7,0.7,1.13,1.13,NA,175,175,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db294,Birds,b294,Spizella pallida,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,1.6,1.3,pairs/10ha,0.95,1.13,From min and max,1.6,1.3,0.95,1.13,NA,50,0,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db294,Birds,b294,Spizella pallida,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,1.3,1.3,pairs/10ha,1.13,1.13,From min and max,1.3,1.3,1.13,1.13,NA,175,175,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db228,Birds,b228,Melospiza lincolnii,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,2.2,5,pairs/10ha,0.72,2.82,From min and max,2.2,5,0.72,2.82,NA,50,0,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99d,99d,99db228,Birds,b228,Melospiza lincolnii,North-America,USA,-95,48,70000,1980-1982,3,3,3,0.6,0.6,5,5,pairs/10ha,2.82,2.82,From min and max,5,5,2.82,2.82,NA,175,175,NA,175,175,Pine forest,Powerline,0,1,Open spruce
Niemi & Hanowski 1984,99e,99e,99eb210,Birds,b210,Anas platyrhynchos,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.75,1.75,0,0.2,pairs/10ha,0,0.35,From min and max,0.0119,0.2,0.0206,0.35,NA,50,0,NA,175,175,Pine forest,Powerline,0,1,Closed spruce
Niemi & Hanowski 1984,99e,99e,99eb210,Birds,b210,Anas platyrhynchos,North-America,USA,-95,48,70000,1980-1982,3,3,3,1.75,1.75,0.2,0.2,pairs/10ha,0.35,0.35,From min and max,0.2,0.2,0.35,0.35,NA,175,175,NA,175,175,Pine forest,Powerline,0,1,Closed spruce
